 2022-02-27 22:50:14,622 - Key.down
 2022-02-27 22:50:14,653 - Key.down
 2022-02-27 22:50:20,347 - 'd'
 2022-02-27 22:50:20,686 - 'd'
 2022-02-27 22:50:20,873 - 'd'
 2022-02-27 22:50:21,014 - 'd'
 2022-02-27 22:50:21,154 - 'd'
 2022-02-27 22:50:21,374 - Key.backspace
 2022-02-27 22:50:21,859 - Key.backspace
 2022-02-27 22:50:21,890 - Key.backspace
 2022-02-27 22:50:21,921 - Key.backspace
 2022-02-27 22:50:21,952 - Key.backspace
 2022-02-27 22:50:21,983 - Key.backspace
 2022-02-27 22:50:22,015 - Key.backspace
 2022-02-27 22:50:22,046 - Key.backspace
 2022-02-27 22:50:22,077 - Key.backspace
 2022-02-27 22:50:22,108 - Key.backspace
 2022-02-27 22:50:52,710 - '1'
 2022-02-27 22:50:52,882 - '1'
 2022-02-27 22:50:53,038 - '1'
 2022-02-27 22:50:53,194 - '1'
 2022-02-27 22:50:53,366 - '1'
 2022-02-27 22:50:53,507 - '1'
 2022-02-27 22:50:53,882 - Key.backspace
 2022-02-27 22:50:54,359 - Key.backspace
 2022-02-27 22:50:54,390 - Key.backspace
 2022-02-27 22:50:54,421 - Key.backspace
 2022-02-27 22:50:54,453 - Key.backspace
 2022-02-27 22:50:54,484 - Key.backspace
 2022-02-27 22:50:54,515 - Key.backspace
 2022-02-27 22:50:55,050 - 'd'
 2022-02-27 22:50:55,253 - 'd'
 2022-02-27 22:50:55,424 - 'd'
 2022-02-27 22:50:55,581 - 'd'
 2022-02-27 22:50:55,752 - 'd'
 2022-02-27 22:50:55,942 - Key.backspace
 2022-02-27 22:50:56,145 - Key.backspace
 2022-02-27 22:50:56,348 - Key.backspace
 2022-02-27 22:50:56,536 - Key.backspace
 2022-02-27 22:50:56,722 - Key.backspace
 2022-02-27 22:50:57,045 - Key.backspace
 2022-02-27 22:51:11,822 - 'f'
 2022-02-27 22:51:12,003 - 'f'
 2022-02-27 22:51:12,159 - 'f'
 2022-02-27 22:51:12,315 - 'f'
 2022-02-27 22:51:12,472 - Key.backspace
 2022-02-27 22:51:12,964 - Key.backspace
 2022-02-27 22:51:12,996 - Key.backspace
 2022-02-27 22:51:13,027 - Key.backspace
 2022-02-27 22:51:13,058 - Key.backspace
 2022-02-27 22:51:13,074 - Key.backspace
 2022-02-28 10:31:03,407 - 'g'
 2022-02-28 10:31:03,609 - 'g'
 2022-02-28 10:31:03,790 - 'g'
 2022-02-28 10:31:03,991 - 'g'
 2022-02-28 10:31:04,190 - 'g'
 2022-02-28 10:31:04,415 - 'g'
 2022-02-28 10:31:05,478 - Key.backspace
 2022-02-28 10:31:05,651 - Key.backspace
 2022-02-28 10:31:05,807 - Key.backspace
 2022-02-28 10:31:05,975 - Key.backspace
 2022-02-28 10:31:06,155 - Key.backspace
 2022-02-28 10:31:06,322 - Key.backspace
 2022-02-28 10:31:07,472 - '1'
 2022-02-28 10:31:07,689 - '1'
 2022-02-28 10:31:08,474 - Key.backspace
 2022-02-28 10:31:08,648 - Key.backspace
 2022-02-28 10:31:09,627 - Key.enter
 2022-02-28 10:31:09,886 - Key.enter
 2022-02-28 10:41:35,400 - '1'
 2022-02-28 10:41:35,651 - '1'
 2022-02-28 10:41:35,948 - '1'
 2022-02-28 10:41:36,658 - Key.backspace
 2022-02-28 10:41:36,842 - Key.backspace
 2022-02-28 10:41:37,034 - Key.backspace
 2022-02-28 10:41:38,375 - 'd'
 2022-02-28 10:41:38,550 - 'd'
 2022-02-28 10:41:38,725 - 'd'
 2022-02-28 10:41:38,861 - 'd'
 2022-02-28 10:41:39,029 - Key.backspace
 2022-02-28 10:41:39,216 - Key.backspace
 2022-02-28 10:41:39,386 - Key.backspace
 2022-02-28 10:41:39,556 - Key.backspace
 2022-02-28 10:41:40,120 - Key.shift
 2022-02-28 10:41:40,429 - 'R'
 2022-02-28 10:41:40,762 - 'a'
 2022-02-28 10:41:40,909 - 'n'
 2022-02-28 10:41:41,155 - 'j'
 2022-02-28 10:41:41,324 - 'a'
 2022-02-28 10:41:41,450 - 'n'
 2022-02-28 10:41:41,677 - Key.space
 2022-02-28 10:41:41,846 - 'c'
 2022-02-28 10:41:42,126 - 'h'
 2022-02-28 10:41:42,293 - 'u'
 2022-02-28 10:41:42,421 - 't'
 2022-02-28 10:41:42,553 - 'i'
 2022-02-28 10:41:42,676 - 'y'
 2022-02-28 10:41:42,989 - 'a'
 2022-02-28 10:41:43,399 - Key.backspace
 2022-02-28 10:41:43,890 - Key.backspace
 2022-02-28 10:41:43,921 - Key.backspace
 2022-02-28 10:41:43,951 - Key.backspace
 2022-02-28 10:41:43,980 - Key.backspace
 2022-02-28 10:41:44,009 - Key.backspace
 2022-02-28 10:41:44,039 - Key.backspace
 2022-02-28 10:41:44,068 - Key.backspace
 2022-02-28 10:41:44,098 - Key.backspace
 2022-02-28 10:41:44,128 - Key.backspace
 2022-02-28 10:41:44,284 - Key.backspace
 2022-02-28 10:41:44,468 - Key.backspace
 2022-02-28 10:41:44,657 - Key.backspace
 2022-02-28 10:41:44,853 - Key.backspace
 2022-02-28 10:43:14,522 - Key.caps_lock
 2022-02-28 10:43:26,044 - Key.backspace
 2022-02-28 10:43:26,238 - Key.backspace
 2022-02-28 10:43:28,630 - Key.backspace
 2022-02-28 10:43:28,799 - Key.backspace
 2022-02-28 10:43:29,256 - Key.backspace
 2022-02-28 10:43:29,685 - Key.backspace
 2022-02-28 10:43:32,549 - Key.backspace
 2022-02-28 10:43:32,922 - Key.backspace
 2022-02-28 10:43:33,358 - Key.backspace
 2022-02-28 10:43:42,222 - 'c'
 2022-02-28 10:43:42,346 - 'm'
 2022-02-28 10:43:43,521 - 'd'
 2022-02-28 10:43:43,817 - Key.enter
 2022-02-28 10:43:44,393 - Key.caps_lock
 2022-02-28 10:43:50,374 - 'p'
 2022-02-28 10:43:50,632 - 'i'
 2022-02-28 10:43:50,936 - 'p'
 2022-02-28 10:43:51,147 - Key.space
 2022-02-28 10:43:51,410 - 'i'
 2022-02-28 10:43:51,624 - 'n'
 2022-02-28 10:43:51,803 - 's'
 2022-02-28 10:43:52,037 - 't'
 2022-02-28 10:43:52,296 - 'a'
 2022-02-28 10:43:52,441 - 'l'
 2022-02-28 10:43:52,616 - 'l'
 2022-02-28 10:43:52,851 - Key.space
 2022-02-28 10:43:59,265 - 'p'
 2022-02-28 10:43:59,457 - 'y'
 2022-02-28 10:43:59,805 - 'i'
 2022-02-28 10:44:00,032 - 'n'
 2022-02-28 10:44:00,199 - 's'
 2022-02-28 10:44:00,455 - 't'
 2022-02-28 10:44:00,745 - 'a'
 2022-02-28 10:44:00,961 - 'l'
 2022-02-28 10:44:01,145 - 'l'
 2022-02-28 10:44:01,295 - 'e'
 2022-02-28 10:44:01,473 - 'r'
 2022-02-28 10:44:02,195 - Key.enter
 2022-02-28 10:44:53,340 - 'p'
 2022-02-28 10:44:53,623 - 'i'
 2022-02-28 10:44:53,978 - 'p'
 2022-02-28 10:44:54,313 - Key.space
 2022-02-28 10:44:54,574 - 'i'
 2022-02-28 10:44:54,825 - 'n'
 2022-02-28 10:44:54,937 - 's'
 2022-02-28 10:44:55,182 - 't'
 2022-02-28 10:44:55,433 - 'a'
 2022-02-28 10:44:55,568 - 'l'
 2022-02-28 10:44:55,724 - 'l'
 2022-02-28 10:44:55,831 - Key.space
 2022-02-28 10:44:56,134 - 'p'
 2022-02-28 10:44:56,323 - 'y'
 2022-02-28 10:44:56,610 - 't'
 2022-02-28 10:44:57,041 - Key.backspace
 2022-02-28 10:44:57,943 - 'i'
 2022-02-28 10:44:58,190 - 'n'
 2022-02-28 10:44:58,329 - 's'
 2022-02-28 10:44:58,573 - 't'
 2022-02-28 10:44:58,818 - 'a'
 2022-02-28 10:44:58,964 - 'l'
 2022-02-28 10:44:59,124 - 'l'
 2022-02-28 10:44:59,237 - 'e'
 2022-02-28 10:44:59,418 - 'r'
 2022-02-28 10:44:59,816 - Key.enter
 2022-02-28 10:45:15,112 - 'p'
 2022-02-28 10:45:15,356 - 'i'
 2022-02-28 10:45:15,564 - 'o'
 2022-02-28 10:45:16,399 - Key.backspace
 2022-02-28 10:45:17,038 - 'p'
 2022-02-28 10:45:17,179 - Key.space
 2022-02-28 10:45:17,524 - '-'
 2022-02-28 10:45:17,667 - '-'
 2022-02-28 10:45:17,916 - 'v'
 2022-02-28 10:45:18,146 - 'e'
 2022-02-28 10:45:18,239 - 'r'
 2022-02-28 10:45:18,516 - 's'
 2022-02-28 10:45:18,732 - 'i'
 2022-02-28 10:45:18,870 - 'o'
 2022-02-28 10:45:19,026 - 'n'
 2022-02-28 10:45:19,179 - Key.enter
 2022-02-28 10:45:36,835 - 'c'
 2022-02-28 10:45:37,320 - 'l'
 2022-02-28 10:45:37,494 - 'e'
 2022-02-28 10:45:37,739 - 'a'
 2022-02-28 10:45:38,932 - Key.backspace
 2022-02-28 10:45:39,132 - Key.backspace
 2022-02-28 10:45:39,328 - Key.backspace
 2022-02-28 10:45:39,528 - Key.backspace
 2022-02-28 10:45:40,326 - Key.backspace
 2022-02-28 10:45:42,508 - 'c'
 2022-02-28 10:45:42,777 - 'l'
 2022-02-28 10:45:42,966 - 'e'
 2022-02-28 10:45:43,160 - 'a'
 2022-02-28 10:45:43,374 - 'r'
 2022-02-28 10:45:43,476 - Key.enter
 2022-05-24 00:39:15,656 - Key.enter
